time,gain,v,w,obs_dist,obstacle,front,left,right
4.05,1.5,0.1797,0.0124,1.84,0,3.5,3.5,3.5
4.1,1.5,0.1797,0.0116,1.84,0,3.5,3.5,3.5
4.15,1.5,0.1797,0.0112,1.786,0,3.5,3.5,3.5
4.2,1.5,0.1798,0.0104,1.786,0,3.5,3.5,3.5
4.25,1.5,0.1798,0.0101,1.786,0,3.5,3.5,3.5
4.3,1.5,0.1798,0.0094,1.786,0,3.5,3.5,3.5
4.351,1.5,0.1798,0.0091,1.749,0,3.5,3.5,3.5
4.4,1.5,0.1798,0.0087,1.749,0,3.5,3.5,3.5
4.451,1.5,0.1798,0.0082,1.749,0,3.5,3.5,3.5
4.5,1.5,0.1798,0.0079,1.749,0,3.5,3.5,3.5
4.55,1.5,0.1798,0.0073,1.709,0,3.5,3.5,3.5
4.6,1.5,0.1798,0.0071,1.709,0,3.5,3.5,3.5
4.65,1.5,0.1798,0.0066,1.709,0,3.5,3.5,3.5
4.7,1.5,0.1799,0.0064,1.709,0,3.5,3.5,3.5
4.75,1.5,0.1799,0.0059,1.709,0,3.5,3.5,3.5
4.8,1.5,0.1799,0.0057,1.644,0,3.5,3.5,3.5
4.85,1.5,0.1799,0.0053,1.644,0,3.5,3.5,3.5
4.9,1.5,0.1799,0.0052,1.644,0,3.5,3.5,3.5
4.951,1.5,0.1799,0.0048,1.644,0,3.5,3.5,3.5
5.0,1.5,0.1799,0.0046,1.59,0,3.5,3.5,3.5
5.05,1.5,0.1799,0.0045,1.59,0,3.5,3.5,3.5
5.1,1.5,0.1799,0.0042,1.59,0,3.5,3.5,3.5
5.15,1.5,0.1799,0.004,1.59,0,3.5,3.5,3.5
5.2,1.5,0.1799,0.0038,1.545,0,3.5,3.5,3.5
5.25,1.5,0.1799,0.0036,1.545,0,3.5,3.5,3.5
5.3,1.5,0.1799,0.0034,1.545,0,3.5,3.5,3.5
5.35,1.5,0.1799,0.0033,1.545,0,3.5,3.5,3.5
5.4,1.5,0.1799,0.003,1.486,0,3.5,3.5,3.5
5.45,1.5,0.1799,0.0029,1.486,0,3.5,3.5,3.5
5.5,1.5,0.1799,0.0027,1.486,0,3.5,3.5,3.5
5.551,1.5,0.1799,0.0026,1.486,0,3.5,3.5,3.5
5.6,1.5,0.1799,0.0025,1.42,0,3.5,3.5,3.5
5.65,1.5,0.1799,0.0024,1.42,0,3.5,3.5,3.5
5.7,1.5,0.1799,0.0023,1.42,0,3.5,3.5,3.5
5.75,1.5,0.18,0.0021,1.42,0,3.5,3.5,3.5
5.8,1.5,0.18,0.0021,1.364,0,3.5,3.5,3.5
5.85,1.5,0.18,0.0019,1.364,0,3.5,3.5,3.5
5.9,1.5,0.18,0.0019,1.364,0,3.5,3.5,3.5
5.95,1.5,0.18,0.0017,1.364,0,3.5,3.5,3.5
6.0,1.5,0.18,0.0017,1.35,0,3.5,3.5,3.5
6.05,1.5,0.18,0.0016,1.35,0,3.5,3.5,3.5
6.1,1.5,0.18,0.0015,1.35,0,3.5,3.5,3.5
6.15,1.5,0.18,0.0014,1.35,0,3.5,3.5,3.5
6.2,1.5,0.18,0.0014,1.277,0,3.5,3.5,3.5
6.25,1.5,0.18,0.0013,1.277,0,3.5,3.5,3.5
6.3,1.5,0.18,0.0012,1.277,0,3.5,3.5,3.5
6.35,1.5,0.18,0.0012,1.277,0,3.5,3.5,3.5
6.401,1.5,0.18,0.0011,1.248,0,3.5,3.5,3.5
6.45,1.5,0.18,0.0011,1.248,0,3.5,3.5,3.5
6.501,1.5,0.18,0.001,1.248,0,3.5,3.5,3.5
6.55,1.5,0.18,0.001,1.248,0,3.5,3.5,3.5
6.6,1.5,0.18,0.0009,1.199,0,3.5,3.5,3.5
6.65,1.5,0.18,0.0009,1.199,0,3.5,3.5,3.5
6.7,1.5,0.18,0.0008,1.199,0,3.5,3.5,3.5
6.75,1.5,0.18,0.0008,1.199,0,3.5,3.5,3.5
6.8,1.5,0.18,0.0007,1.16,0,3.5,3.5,3.5
6.85,1.5,0.18,0.0007,1.16,0,3.5,3.5,3.5
6.9,1.5,0.18,0.0007,1.16,0,3.5,3.5,3.5
6.95,1.5,0.18,0.0006,1.16,0,3.5,3.5,3.5
7.0,1.5,0.18,0.0006,1.113,0,3.5,3.5,3.5
7.05,1.5,0.18,0.0006,1.113,0,3.5,3.5,3.5
7.1,1.5,0.18,0.0005,1.113,0,3.5,3.5,3.5
7.15,1.5,0.18,0.0005,1.113,0,3.5,3.5,3.5
7.201,1.5,0.18,0.0005,1.095,0,3.5,3.5,3.5
7.25,1.5,0.18,0.0005,1.095,0,3.5,3.5,3.5
7.301,1.5,0.18,0.0004,1.095,0,3.5,3.5,3.5
7.35,1.5,0.18,0.0004,1.095,0,3.5,3.5,3.5
7.4,1.5,0.18,0.0004,1.061,0,3.5,3.5,3.5
7.45,1.5,0.18,0.0004,1.061,0,3.5,3.5,3.5
7.5,1.5,0.18,0.0004,1.061,0,3.5,3.5,3.5
7.55,1.5,0.18,0.0003,1.061,0,3.5,3.5,3.5
7.6,1.5,0.18,0.0003,1.021,0,3.5,3.5,1.18
7.65,1.5,0.18,0.0003,1.021,0,3.5,3.5,1.18
7.7,1.5,0.18,0.0003,1.021,0,3.5,3.5,1.18
7.75,1.5,0.18,0.0003,1.021,0,3.5,3.5,1.18
7.8,1.5,0.18,0.0003,1.015,0,3.5,3.5,1.105
7.85,1.5,0.18,0.0003,1.015,0,3.5,3.5,1.105
7.9,1.5,0.18,0.0002,1.015,0,3.5,3.5,1.105
7.95,1.5,0.18,0.0002,1.015,0,3.5,3.5,1.105
8.001,1.5,0.18,0.0002,1.002,0,3.5,3.5,1.028
8.051,1.5,0.18,0.0002,1.002,0,3.5,3.5,1.028
8.1,1.5,0.18,0.0002,1.002,0,3.5,3.5,1.028
8.15,1.5,0.18,0.0002,1.002,0,3.5,3.5,1.028
8.2,1.5,0.18,0.0002,0.98,0,3.5,3.5,0.98
8.251,1.5,0.18,0.0002,0.98,0,3.5,3.5,0.98
8.3,1.5,0.18,0.0002,0.98,0,3.5,3.5,0.98
8.35,1.5,0.18,0.0001,0.98,0,3.5,3.5,0.98
8.4,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
8.45,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
8.501,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
8.55,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
8.601,1.5,0.18,0.0001,0.981,0,3.5,3.5,0.981
8.65,1.5,0.18,0.0001,0.981,0,3.5,3.5,0.981
8.7,1.5,0.18,0.0001,0.981,0,3.5,3.5,0.981
8.75,1.5,0.18,0.0001,0.981,0,3.5,3.5,0.981
8.801,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
8.85,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
8.9,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
8.95,1.5,0.18,0.0001,0.991,0,3.5,3.5,0.991
9.0,1.5,0.18,0.0001,0.99,0,3.5,3.5,0.99
9.05,1.5,0.18,0.0001,0.99,0,3.5,3.5,0.99
9.101,1.5,0.18,0.0001,0.99,0,3.5,3.5,0.99
9.15,1.5,0.18,0.0001,0.99,0,3.5,3.5,0.99
9.2,1.5,0.18,0.0001,1.02,0,3.5,3.5,1.02
9.25,1.5,0.18,0.0001,1.02,0,3.5,3.5,1.02
9.3,1.5,0.18,0.0001,1.02,0,3.5,3.5,1.02
9.35,1.5,0.18,0.0001,1.02,0,3.5,3.5,1.02
9.4,1.5,0.18,0.0,1.032,0,3.5,3.5,1.032
9.45,1.5,0.18,0.0,1.032,0,3.5,3.5,1.032
9.5,1.5,0.18,0.0,1.032,0,3.5,3.5,1.032
9.55,1.5,0.18,0.0,1.032,0,3.5,3.5,1.032
9.6,1.5,0.18,0.0,1.062,0,3.5,3.5,1.062
9.65,1.5,0.18,0.0,1.062,0,3.5,3.5,1.062
9.7,1.5,0.18,0.0,1.062,0,3.5,3.5,1.062
9.75,1.5,0.18,0.0,1.062,0,3.5,3.5,1.062
9.8,1.5,0.18,0.0,1.101,0,3.5,3.5,1.101
9.85,1.5,0.18,0.0,1.101,0,3.5,3.5,1.101
9.9,1.5,0.18,0.0,1.101,0,3.5,3.5,1.101
9.95,1.5,0.18,0.0,1.101,0,3.5,3.5,1.101
10.0,1.5,0.18,0.0,1.15,0,3.5,3.5,1.165
10.05,1.5,0.18,0.0,1.15,0,3.5,3.5,1.165
10.1,1.5,0.18,0.0,1.15,0,3.5,3.5,1.165
10.15,1.5,0.18,0.0,1.15,0,3.5,3.5,1.165
10.2,1.5,0.18,0.0,1.186,0,3.5,3.5,1.218
10.25,1.5,0.18,0.0,1.186,0,3.5,3.5,1.218
10.301,1.5,0.18,0.0,1.186,0,3.5,3.5,1.218
10.35,1.5,0.18,0.0,1.186,0,3.5,3.5,1.218
10.4,1.5,0.18,0.0,1.215,0,3.5,3.5,1.261
10.45,1.5,0.18,0.0,1.215,0,3.5,3.5,1.261
10.5,1.5,0.18,0.0,1.215,0,3.5,3.5,1.261
10.55,1.5,0.18,0.0,1.215,0,3.5,3.5,1.261
10.6,1.5,0.18,0.0,1.277,0,3.5,3.5,1.317
10.65,1.5,0.18,0.0,1.277,0,3.5,3.5,1.317
10.701,1.5,0.18,0.0,1.277,0,3.5,3.5,1.317
10.75,1.5,0.18,0.0,1.277,0,3.5,3.5,1.317
10.8,1.5,0.18,0.0,1.298,0,3.5,3.5,1.357
10.851,1.5,0.18,0.0,1.298,0,3.5,3.5,1.357
10.9,1.5,0.18,0.0,1.298,0,3.5,3.5,1.357
10.951,1.5,0.18,0.0,1.298,0,3.5,3.5,1.357
11.0,1.5,0.18,0.0,1.358,0,3.5,3.5,1.413
11.051,1.5,0.18,0.0,1.358,0,3.5,3.5,1.413
11.101,1.5,0.18,0.0,1.358,0,3.5,3.5,1.413
11.15,1.5,0.18,0.0,1.358,0,3.5,3.5,1.413
11.2,1.5,0.18,0.0,1.392,0,3.5,3.5,1.459
11.25,1.5,0.18,0.0,1.392,0,3.5,3.5,1.459
11.3,1.5,0.18,0.0,1.392,0,3.5,3.5,1.459
11.35,1.5,0.18,0.0,1.392,0,3.5,3.5,1.459
11.4,1.5,0.18,0.0,1.445,0,3.5,3.5,1.5
11.451,1.5,0.18,0.0,1.445,0,3.5,3.5,1.5
11.5,1.5,0.18,0.0,1.445,0,3.5,3.5,1.5
11.55,1.5,0.18,0.0,1.445,0,3.5,3.5,1.5
11.6,1.5,0.18,0.0,1.47,0,3.5,3.5,3.5
11.65,1.5,0.18,0.0,1.47,0,3.5,3.5,3.5
11.7,1.5,0.18,0.0,1.47,0,3.5,3.5,3.5
11.75,1.5,0.18,0.0,1.47,0,3.5,3.5,3.5
11.8,1.5,0.18,0.0,1.505,0,3.5,3.5,3.5
11.85,1.5,0.18,0.0,1.505,0,3.5,3.5,3.5
11.9,1.5,0.18,0.0,1.505,0,3.5,3.5,3.5
11.95,1.5,0.18,0.0,1.505,0,3.5,3.5,3.5
12.0,1.5,0.18,0.0,1.567,0,3.5,3.5,3.5
12.05,1.5,0.18,0.0,1.567,0,3.5,3.5,3.5
12.1,1.5,0.18,0.0,1.567,0,3.5,3.5,3.5
12.151,1.5,0.18,0.0,1.567,0,3.5,3.5,3.5
12.2,1.5,0.18,0.0,1.607,0,3.5,3.5,3.5
12.25,1.5,0.18,0.0,1.607,0,3.5,3.5,3.5
12.3,1.5,0.18,0.0,1.607,0,3.5,3.5,3.5
12.35,1.5,0.18,0.0,1.607,0,3.5,3.5,3.5
12.4,1.5,0.18,0.0,1.648,0,3.5,3.5,3.5
12.45,1.5,0.18,0.0,1.648,0,3.5,3.5,3.5
12.5,1.5,0.18,0.0,1.648,0,3.5,3.5,3.5
12.55,1.5,0.18,0.0,1.648,0,3.5,3.5,3.5
12.6,1.5,0.18,0.0,1.708,0,3.5,3.5,3.5
12.65,1.5,0.18,0.0,1.708,0,3.5,3.5,3.5
12.7,1.5,0.18,0.0,1.708,0,3.5,3.5,3.5
12.75,1.5,0.18,0.0,1.708,0,3.5,3.5,3.5
12.8,1.5,0.18,0.0,1.742,0,3.5,3.5,3.5
12.851,1.5,0.18,0.0,1.742,0,3.5,3.5,3.5
12.9,1.5,0.18,0.0,1.742,0,3.5,3.5,3.5
12.95,1.5,0.18,0.0,1.742,0,3.5,3.5,3.5
13.0,1.5,0.18,0.0,1.777,0,3.5,3.5,3.5
13.05,1.5,0.18,-0.0,1.777,0,3.5,3.5,3.5
13.1,1.5,0.18,-0.0,1.777,0,3.5,3.5,3.5
13.151,1.5,0.18,-0.0,1.777,0,3.5,3.5,3.5
13.2,1.5,0.18,-0.0,1.838,0,3.5,3.5,3.5
13.25,1.5,0.18,-0.0,1.838,0,3.5,3.5,3.5
13.3,1.5,0.18,-0.0,1.838,0,3.5,3.5,3.5
13.35,1.5,0.18,-0.0,1.838,0,3.5,3.5,3.5
13.4,1.5,0.18,-0.0,1.889,0,3.5,3.5,3.5
13.45,1.5,0.18,-0.0,1.889,0,3.5,3.5,3.5
13.5,1.5,0.18,-0.0,1.889,0,3.5,3.5,3.5
13.551,1.5,0.18,-0.0,1.889,0,3.5,3.5,3.5
13.6,1.5,0.18,-0.0,1.923,0,3.5,3.5,3.5
13.65,1.5,0.18,-0.0,1.923,0,3.5,3.5,3.5
13.7,1.5,0.18,-0.0,1.923,0,3.5,3.5,3.5
13.751,1.5,0.18,-0.0,1.923,0,3.5,3.5,3.5
13.8,1.5,0.18,-0.0,1.966,0,3.5,3.5,3.5
13.85,1.5,0.18,-0.0,1.966,0,3.5,3.5,3.5
13.9,1.5,0.18,-0.0,1.966,0,3.5,3.5,3.5
13.95,1.5,0.18,-0.0,1.966,0,3.5,3.5,3.5
14.0,1.5,0.18,-0.0,2.018,0,3.5,3.5,3.5
14.05,1.5,0.18,-0.0,2.018,0,3.5,3.5,3.5
14.1,1.5,0.18,-0.0,2.018,0,3.5,3.5,3.5
14.15,1.5,0.18,-0.0,2.018,0,3.5,3.5,3.5
14.2,1.5,0.18,-0.0,2.067,0,3.5,3.5,3.5
14.25,1.5,0.18,-0.0,2.067,0,3.5,3.5,3.5
14.301,1.5,0.18,-0.0,2.067,0,3.5,3.5,3.5
14.35,1.5,0.18,-0.0,2.067,0,3.5,3.5,3.5
14.4,1.5,0.18,-0.0,2.112,0,3.5,3.5,3.5
14.45,1.5,0.18,-0.0,2.112,0,3.5,3.5,3.5
14.5,1.5,0.18,-0.0,2.112,0,3.5,3.5,3.5
14.55,1.5,0.18,-0.0,2.112,0,3.5,3.5,3.5
14.6,1.5,0.18,-0.0,2.146,0,3.5,3.5,3.5
14.65,1.5,0.18,-0.0,2.146,0,3.5,3.5,3.5
14.7,1.5,0.18,-0.0,2.146,0,3.5,3.5,3.5
14.75,1.5,0.18,-0.0,2.146,0,3.5,3.5,3.5
14.8,1.5,0.18,-0.0,2.146,0,3.5,3.5,3.5
14.85,1.5,0.18,-0.0,2.187,0,3.5,3.5,3.5
14.9,1.5,0.18,-0.0,2.187,0,3.5,3.5,3.5
14.951,1.5,0.18,-0.0,2.187,0,3.5,3.5,3.5
15.0,1.5,0.18,-0.0,2.187,0,3.5,3.5,3.5
15.05,1.5,0.18,-0.0,2.207,0,3.5,3.5,3.5
15.1,1.5,0.18,-0.0,2.207,0,3.5,3.5,3.5
15.15,1.5,0.18,-0.0,2.207,0,3.5,3.5,3.5
15.2,1.5,0.18,-0.0,2.207,0,3.5,3.5,3.5
15.25,1.5,0.18,-0.0,2.238,0,3.5,3.5,3.5
15.3,1.5,0.18,-0.0,2.238,0,3.5,3.5,3.5
15.35,1.5,0.18,-0.0,2.238,0,3.5,3.5,3.5
15.4,1.5,0.18,-0.0,2.238,0,3.5,3.5,3.5
15.451,1.5,0.18,-0.0,2.266,0,3.5,3.5,3.461
15.5,1.5,0.18,-0.0,2.266,0,3.5,3.5,3.461
15.55,1.5,0.18,-0.0,2.266,0,3.5,3.5,3.461
15.6,1.5,0.18,-0.0,2.266,0,3.5,3.5,3.461
15.65,1.5,0.18,-0.0,2.295,0,3.5,3.5,3.444
15.7,1.5,0.18,-0.0,2.295,0,3.5,3.5,3.444
15.75,1.5,0.18,-0.0,2.295,0,3.5,3.5,3.444
15.8,1.5,0.18,-0.0,2.295,0,3.5,3.5,3.444
15.85,1.5,0.18,-0.0,2.33,0,3.5,3.5,3.401
15.9,1.5,0.18,-0.0,2.33,0,3.5,3.5,3.401
15.95,1.5,0.18,-0.0,2.33,0,3.5,3.5,3.401
16.0,1.5,0.18,-0.0,2.33,0,3.5,3.5,3.401
16.05,1.5,0.18,-0.0,2.347,0,3.5,3.5,3.397
16.1,1.5,0.18,-0.0,2.347,0,3.5,3.5,3.397
16.15,1.5,0.18,-0.0,2.347,0,3.5,3.5,3.397
16.2,1.5,0.18,-0.0,2.347,0,3.5,3.5,3.397
16.25,1.5,0.18,-0.0,2.362,0,3.5,3.5,3.355
16.3,1.5,0.18,-0.0,2.362,0,3.5,3.5,3.355
16.35,1.5,0.18,-0.0,2.362,0,3.5,3.5,3.355
16.401,1.5,0.18,-0.0,2.362,0,3.5,3.5,3.355
16.45,1.5,0.18,-0.0,2.41,0,3.5,3.5,3.352
16.5,1.5,0.18,-0.0,2.41,0,3.5,3.5,3.352
16.55,1.5,0.18,-0.0,2.41,0,3.5,3.5,3.352
16.601,1.5,0.18,-0.0,2.41,0,3.5,3.5,3.352
16.65,1.5,0.18,-0.0,2.432,0,3.5,3.5,3.316
16.7,1.5,0.18,-0.0,2.432,0,3.5,3.5,3.316
16.75,1.5,0.18,-0.0,2.432,0,3.5,3.5,3.316
16.8,1.5,0.18,-0.0,2.432,0,3.5,3.5,3.316
16.851,1.5,0.18,-0.0,2.464,0,3.5,3.5,3.304
16.901,1.5,0.18,-0.0,2.464,0,3.5,3.5,3.304
16.95,1.5,0.18,-0.0,2.464,0,3.5,3.5,3.304
17.0,1.5,0.18,-0.0,2.464,0,3.5,3.5,3.304
17.05,1.5,0.18,-0.0,2.488,0,3.5,3.5,3.27
17.1,1.5,0.18,-0.0,2.488,0,3.5,3.5,3.27
17.15,1.5,0.18,-0.0,2.488,0,3.5,3.5,3.27
17.201,1.5,0.18,-0.0,2.488,0,3.5,3.5,3.27
17.25,1.5,0.18,-0.0,2.523,0,3.48,3.497,3.243
17.3,1.5,0.18,-0.0,2.523,0,3.48,3.497,3.243
17.351,1.5,0.18,-0.0,2.523,0,3.48,3.497,3.243
17.4,1.5,0.18,-0.0,2.523,0,3.48,3.497,3.243
17.45,1.5,0.18,-0.0,2.55,0,3.461,3.463,3.204
17.5,1.5,0.18,-0.0,2.55,0,3.461,3.463,3.204
17.55,1.5,0.18,-0.0,2.55,0,3.461,3.463,3.204
17.601,1.5,0.18,-0.0,2.55,0,3.461,3.463,3.204
17.65,1.5,0.18,-0.0,2.585,0,3.433,3.455,3.182
17.7,1.5,0.18,-0.0,2.585,0,3.433,3.455,3.182
17.75,1.5,0.18,-0.0,2.585,0,3.433,3.455,3.182
17.8,1.5,0.18,-0.0,2.585,0,3.433,3.455,3.182
17.85,1.5,0.18,-0.0,2.602,0,3.373,3.441,3.172
17.9,1.5,0.18,-0.0,2.602,0,3.373,3.441,3.172
17.95,1.5,0.18,-0.0,2.602,0,3.373,3.441,3.172
18.0,1.5,0.18,-0.0,2.602,0,3.373,3.441,3.172
18.05,1.5,0.18,-0.0,2.632,0,3.322,3.41,3.164
18.1,1.5,0.18,-0.0,2.632,0,3.322,3.41,3.164
18.15,1.5,0.18,-0.0,2.632,0,3.322,3.41,3.164
18.201,1.5,0.18,-0.0,2.632,0,3.322,3.41,3.164
18.25,1.5,0.18,-0.0,2.661,0,3.286,3.399,3.122
18.3,1.5,0.18,-0.0,2.661,0,3.286,3.399,3.122
18.35,1.5,0.18,-0.0,2.661,0,3.286,3.399,3.122
18.4,1.5,0.18,-0.0,2.661,0,3.286,3.399,3.122
18.45,1.5,0.18,-0.0,2.696,0,3.255,3.358,3.104
18.5,1.5,0.18,-0.0,2.696,0,3.255,3.358,3.104
18.55,1.5,0.18,-0.0,2.696,0,3.255,3.358,3.104
18.6,1.5,0.18,-0.0,2.696,0,3.255,3.358,3.104
18.651,1.5,0.18,-0.0,2.724,0,3.21,3.37,3.077
18.7,1.5,0.18,-0.0,2.724,0,3.21,3.37,3.077
18.75,1.5,0.18,-0.0,2.724,0,3.21,3.37,3.077
18.8,1.5,0.18,-0.0,2.724,0,3.21,3.37,3.077
18.85,1.5,0.18,-0.0,2.753,0,3.164,3.347,3.051
18.9,1.5,0.18,-0.0,2.753,0,3.164,3.347,3.051
18.95,1.5,0.18,-0.0,2.753,0,3.164,3.347,3.051
19.001,1.5,0.18,-0.0,2.753,0,3.164,3.347,3.051
19.05,1.5,0.18,-0.0,2.775,0,3.134,3.302,3.049
19.1,1.5,0.18,-0.0,2.775,0,3.134,3.302,3.049
19.15,1.5,0.18,-0.0,2.775,0,3.134,3.302,3.049
19.2,1.5,0.18,-0.0,2.775,0,3.134,3.302,3.049
19.25,1.5,0.18,-0.0,2.814,0,3.088,3.302,3.016
19.3,1.5,0.18,-0.0,2.814,0,3.088,3.302,3.016
19.35,1.5,0.18,-0.0,2.814,0,3.088,3.302,3.016
19.4,1.5,0.18,-0.0,2.814,0,3.088,3.302,3.016
19.45,1.5,0.18,-0.0,2.83,0,3.057,3.279,2.988
19.5,1.5,0.18,-0.0,2.83,0,3.057,3.279,2.988
19.551,1.5,0.18,-0.0,2.83,0,3.057,3.279,2.988
19.6,1.5,0.18,-0.0,2.83,0,3.057,3.279,2.988
19.65,1.5,0.18,-0.0,2.874,0,3.041,3.254,2.946
19.7,1.5,0.18,-0.0,2.874,0,3.041,3.254,2.946
19.75,1.5,0.18,-0.0,2.874,0,3.041,3.254,2.946
19.8,1.5,0.18,-0.0,2.874,0,3.041,3.254,2.946
19.85,1.5,0.18,-0.0,2.859,0,2.96,3.247,2.943
19.9,1.5,0.18,-0.0,2.859,0,2.96,3.247,2.943
19.95,1.5,0.18,-0.0,2.859,0,2.96,3.247,2.943
