time,gain,v,w,obs_dist,obstacle,front,left,right
3.2,0.8,0.1793,0.0321,1.656,0,3.5,3.5,3.5
3.25,0.8,0.1793,0.031,1.601,0,3.5,3.5,3.5
3.3,0.8,0.1793,0.0289,1.601,0,3.5,3.5,3.5
3.35,0.8,0.1794,0.0279,1.601,0,3.5,3.5,3.5
3.4,0.8,0.1794,0.026,1.601,0,3.5,3.5,3.5
3.45,0.8,0.1794,0.0251,1.551,0,3.5,3.5,3.5
3.5,0.8,0.1795,0.0234,1.551,0,3.5,3.5,3.5
3.551,0.8,0.1795,0.0226,1.551,0,3.5,3.5,3.5
3.6,0.8,0.1795,0.0211,1.551,0,3.5,3.5,3.5
3.651,0.8,0.1795,0.0203,1.495,0,3.5,3.5,3.5
3.7,0.8,0.1796,0.019,1.495,0,3.5,3.5,3.5
3.75,0.8,0.1796,0.0183,1.495,0,3.5,3.5,3.5
3.8,0.8,0.1796,0.0171,1.495,0,3.5,3.5,3.5
3.85,0.8,0.1796,0.0165,1.439,0,3.5,3.5,3.5
3.9,0.8,0.1796,0.0159,1.439,0,3.5,3.5,3.5
3.95,0.8,0.1797,0.0148,1.439,0,3.5,3.5,3.5
4.0,0.8,0.1797,0.0143,1.439,0,3.5,3.5,3.5
4.05,0.8,0.1797,0.0133,1.402,0,3.5,3.5,3.5
4.1,0.8,0.1797,0.0129,1.402,0,3.5,3.5,3.5
4.15,0.8,0.1797,0.012,1.402,0,3.5,3.5,3.5
4.2,0.8,0.1797,0.0116,1.402,0,3.5,3.5,3.5
4.25,0.8,0.1798,0.0108,1.341,0,3.5,3.5,3.5
4.3,0.8,0.1798,0.0104,1.341,0,3.5,3.5,3.5
4.35,0.8,0.1798,0.0097,1.341,0,3.5,3.5,3.5
4.4,0.8,0.1798,0.0094,1.341,0,3.5,3.5,3.5
4.45,0.8,0.1798,0.0087,1.278,0,3.5,3.5,3.5
4.5,0.8,0.1798,0.0084,1.278,0,3.5,3.5,3.5
4.55,0.8,0.1798,0.0081,1.278,0,3.5,3.5,3.5
4.6,0.8,0.1798,0.0076,1.278,0,3.5,3.5,3.5
4.651,0.8,0.1798,0.0073,1.227,0,3.5,3.5,3.5
4.701,0.8,0.1798,0.0068,1.227,0,3.5,3.5,3.5
4.751,0.8,0.1798,0.0066,1.227,0,3.5,3.5,3.5
4.801,0.8,0.1799,0.0062,1.227,0,3.5,3.5,3.5
4.85,0.8,0.1799,0.0059,1.186,0,3.5,3.5,3.5
4.9,0.8,0.1799,0.0055,1.186,0,3.5,3.5,3.5
4.95,0.8,0.1799,0.0053,1.186,0,3.5,3.5,3.5
5.0,0.8,0.1799,0.005,1.186,0,3.5,3.5,3.5
5.05,0.8,0.1799,0.0048,1.14,0,3.5,3.5,3.5
5.1,0.8,0.1799,0.0045,1.14,0,3.5,3.5,3.5
5.15,0.8,0.1799,0.0043,1.14,0,3.5,3.5,3.5
5.2,0.8,0.1799,0.0042,1.14,0,3.5,3.5,3.5
5.25,0.8,0.1799,0.0039,1.079,0,3.5,3.5,3.5
5.3,0.8,0.1799,0.0038,1.079,0,3.5,3.5,3.5
5.35,0.8,0.1799,0.0035,1.079,0,3.5,3.5,3.5
5.4,0.8,0.1799,0.0034,1.079,0,3.5,3.5,3.5
5.45,0.8,0.1799,0.0032,1.019,0,3.5,3.5,3.5
5.5,0.8,0.1799,0.0031,1.019,0,3.5,3.5,3.5
5.55,0.8,0.1799,0.0028,1.019,0,3.5,3.5,3.5
5.6,0.8,0.1799,0.0027,1.019,0,3.5,3.5,3.5
5.65,0.8,0.1799,0.0026,0.979,0,3.5,3.5,3.5
5.7,0.8,0.1799,0.0025,0.979,0,3.5,3.5,3.5
5.75,0.8,0.1799,0.0023,0.979,0,3.5,3.5,3.5
5.8,0.8,0.1799,0.0022,0.979,0,3.5,3.5,3.5
5.85,0.8,0.18,0.0021,0.921,0,3.5,3.5,3.5
5.9,0.8,0.18,0.002,0.921,0,3.5,3.5,3.5
5.95,0.8,0.18,0.0019,0.921,0,3.5,3.5,3.5
6.0,0.8,0.18,0.0018,0.921,0,3.5,3.5,3.5
6.05,0.8,0.18,0.0017,0.863,0,3.5,3.5,3.5
6.1,0.8,0.18,0.0016,0.863,0,3.5,3.5,3.5
6.15,0.8,0.18,0.0016,0.863,0,3.5,3.5,3.5
6.2,0.8,0.18,0.0015,0.863,0,3.5,3.5,3.5
6.25,0.8,0.18,0.0014,0.818,0,3.5,3.5,3.5
6.3,0.8,0.18,0.0013,0.818,0,3.5,3.5,3.5
6.35,0.8,0.18,0.0013,0.818,0,3.5,3.5,3.5
6.4,0.8,0.18,0.0012,0.818,0,3.5,3.5,3.5
6.45,0.8,0.1101,-2.2,0.763,1,3.5,3.5,3.5
6.5,0.8,0.1101,-2.2,0.763,1,3.5,3.5,3.5
6.55,0.8,0.1101,-2.2,0.763,1,3.5,3.5,3.5
6.6,0.8,0.1101,-2.2,0.763,1,3.5,3.5,3.5
6.65,0.8,0.1081,-2.2,0.722,1,3.5,3.5,3.5
6.7,0.8,0.1081,-2.2,0.722,1,3.5,3.5,3.5
6.75,0.8,0.1081,-2.2,0.722,1,3.5,3.5,3.5
6.8,0.8,0.1081,-2.2,0.722,1,3.5,3.5,3.5
6.85,0.8,0.18,-1.9989,0.663,1,3.5,0.676,3.5
6.9,0.8,0.18,-1.9989,0.663,1,3.5,0.676,3.5
6.95,0.8,0.18,-1.9989,0.663,1,3.5,0.676,3.5
7.0,0.8,0.18,-1.9989,0.663,1,3.5,0.676,3.5
7.05,0.8,0.18,-2.0757,0.61,1,3.5,0.61,3.5
7.1,0.8,0.18,-2.0757,0.61,1,3.5,0.61,3.5
7.15,0.8,0.18,-2.0757,0.61,1,3.5,0.61,3.5
7.2,0.8,0.18,-2.0757,0.61,1,3.5,0.61,3.5
7.25,0.8,0.1549,1.0961,0.569,0,3.5,3.5,3.5
7.3,0.8,0.1517,1.2346,0.569,0,3.5,3.5,3.5
7.35,0.8,0.1504,1.2906,0.569,0,3.5,3.5,3.5
7.4,0.8,0.1485,1.375,0.569,0,3.5,3.5,3.5
7.45,0.8,0.1477,1.4082,0.539,0,3.5,3.5,3.5
7.5,0.8,0.1469,1.4464,0.539,0,3.5,3.5,3.5
7.55,0.8,0.1467,1.4539,0.539,0,3.5,3.5,3.5
7.6,0.8,0.1469,1.4453,0.539,0,3.5,3.5,3.5
7.65,0.8,0.1473,1.4284,0.542,0,3.5,3.5,3.5
7.7,0.8,0.1486,1.3714,0.542,0,3.5,3.5,3.5
7.75,0.8,0.1495,1.331,0.542,0,3.5,3.5,3.5
7.8,0.8,0.1516,1.24,0.542,0,3.5,3.5,3.5
7.85,0.8,0.1526,1.1969,0.599,0,3.5,3.5,3.5
7.9,0.8,0.1535,1.155,0.599,0,3.5,3.5,3.5
7.951,0.8,0.1553,1.0781,0.599,0,3.5,3.5,3.5
8.0,0.8,0.1562,1.0402,0.599,0,3.5,3.5,3.5
8.05,0.8,0.18,-0.7539,0.659,1,3.5,0.659,3.5
8.1,0.8,0.18,-0.7539,0.659,1,3.5,0.659,3.5
8.15,0.8,0.18,-0.7539,0.659,1,3.5,0.659,3.5
8.2,0.8,0.18,-0.7539,0.659,1,3.5,0.659,3.5
8.25,0.8,0.18,-0.7241,0.706,1,3.5,0.72,3.5
8.3,0.8,0.18,-0.7241,0.706,1,3.5,0.72,3.5
8.35,0.8,0.18,-0.7241,0.706,1,3.5,0.72,3.5
8.4,0.8,0.18,-0.7241,0.706,1,3.5,0.72,3.5
8.45,0.8,0.1567,1.0153,0.727,0,3.5,3.5,3.5
8.501,0.8,0.1561,1.0413,0.727,0,3.5,3.5,3.5
8.55,0.8,0.1554,1.0719,0.727,0,3.5,3.5,3.5
8.6,0.8,0.1555,1.0707,0.727,0,3.5,3.5,3.5
8.65,0.8,0.1556,1.0644,0.769,0,3.5,3.5,3.5
8.7,0.8,0.1564,1.0282,0.769,0,3.5,3.5,3.5
8.75,0.8,0.1572,0.9967,0.769,0,3.5,3.5,3.5
8.8,0.8,0.1588,0.9264,0.769,0,3.5,3.5,3.5
8.85,0.8,0.1595,0.8951,0.814,0,3.5,0.838,3.5
8.9,0.8,0.1609,0.8322,0.814,0,3.5,0.838,3.5
8.95,0.8,0.1616,0.8036,0.814,0,3.5,0.838,3.5
9.0,0.8,0.1628,0.7494,0.814,0,3.5,0.838,3.5
9.05,0.8,0.1634,0.7234,0.864,0,3.5,0.864,3.5
9.1,0.8,0.1646,0.6741,0.864,0,3.5,0.864,3.5
9.15,0.8,0.1651,0.6511,0.864,0,3.5,0.864,3.5
9.2,0.8,0.1661,0.6064,0.864,0,3.5,0.864,3.5
9.25,0.8,0.1666,0.5859,0.902,0,3.5,0.902,3.5
9.3,0.8,0.167,0.5652,0.902,0,3.5,0.902,3.5
9.35,0.8,0.1679,0.5275,0.902,0,3.5,0.902,3.5
9.4,0.8,0.1683,0.5094,0.902,0,3.5,0.902,3.5
9.45,0.8,0.1691,0.4744,0.94,0,3.5,0.94,3.5
9.501,0.8,0.1695,0.4585,0.94,0,3.5,0.94,3.5
9.55,0.8,0.1702,0.427,0.94,0,3.5,0.94,3.5
9.6,0.8,0.1705,0.4125,0.94,0,3.5,0.94,3.5
9.65,0.8,0.1712,0.3844,0.974,0,3.5,0.974,3.5
9.7,0.8,0.1715,0.3713,0.974,0,3.5,0.974,3.5
9.75,0.8,0.1721,0.346,0.974,0,3.5,0.974,3.5
9.8,0.8,0.1723,0.3343,0.974,0,3.5,0.974,3.5
9.851,0.8,0.1729,0.3115,0.974,0,3.5,0.974,3.5
9.9,0.8,0.1731,0.3009,0.99,0,3.5,0.99,3.5
9.95,0.8,0.1733,0.2903,0.99,0,3.5,0.99,3.5
10.0,0.8,0.1738,0.2709,0.99,0,3.5,0.99,3.5
10.05,0.8,0.174,0.2612,1.009,0,3.5,1.012,3.5
10.1,0.8,0.1744,0.2436,1.009,0,3.5,1.012,3.5
10.15,0.8,0.1746,0.2354,1.009,0,3.5,1.012,3.5
10.2,0.8,0.175,0.2192,1.009,0,3.5,1.012,3.5
10.25,0.8,0.1751,0.2119,1.009,0,3.5,1.012,3.5
10.3,0.8,0.1755,0.1974,1.026,0,3.5,1.044,3.5
10.35,0.8,0.1756,0.1907,1.026,0,3.5,1.044,3.5
10.4,0.8,0.1759,0.1777,1.026,0,3.5,1.044,3.5
10.451,0.8,0.1761,0.1717,1.026,0,3.5,1.044,3.5
10.5,0.8,0.1763,0.16,1.031,0,3.5,1.06,3.5
10.551,0.8,0.1765,0.1546,1.031,0,3.5,1.06,3.5
10.6,0.8,0.1767,0.1441,1.031,0,3.5,1.06,3.5
10.65,0.8,0.1768,0.1392,1.031,0,3.5,1.06,3.5
10.7,0.8,0.1769,0.1343,1.049,0,3.5,1.076,3.5
10.75,0.8,0.1771,0.1254,1.049,0,3.5,1.076,3.5
10.8,0.8,0.1772,0.1211,1.049,0,3.5,1.076,3.5
10.85,0.8,0.1774,0.1129,1.049,0,3.5,1.076,3.5
10.9,0.8,0.1775,0.1091,1.043,0,3.5,1.106,3.5
10.951,0.8,0.1777,0.1016,1.043,0,3.5,1.106,3.5
11.001,0.8,0.1777,0.0982,1.043,0,3.5,1.106,3.5
11.05,0.8,0.1779,0.0915,1.043,0,3.5,1.106,3.5
11.1,0.8,0.178,0.0884,1.093,0,3.5,1.122,3.5
11.15,0.8,0.1781,0.0824,1.093,0,3.5,1.122,3.5
11.2,0.8,0.1782,0.0796,1.093,0,3.5,1.122,3.5
11.25,0.8,0.1783,0.0742,1.093,0,3.5,1.122,3.5
11.3,0.8,0.1784,0.0717,1.086,0,3.5,1.12,3.5
11.351,0.8,0.1784,0.0692,1.086,0,3.5,1.12,3.5
11.401,0.8,0.1785,0.0646,1.086,0,3.5,1.12,3.5
11.45,0.8,0.1786,0.0623,1.086,0,3.5,1.12,3.5
11.5,0.8,0.1787,0.0581,1.077,0,3.5,1.151,3.5
11.55,0.8,0.1787,0.0562,1.077,0,3.5,1.151,3.5
11.6,0.8,0.1788,0.0523,1.077,0,3.5,1.151,3.5
11.65,0.8,0.1788,0.0506,1.077,0,3.5,1.151,3.5
11.7,0.8,0.1789,0.0471,1.106,0,3.5,1.165,3.5
11.75,0.8,0.179,0.0455,1.106,0,3.5,1.165,3.5
11.8,0.8,0.179,0.0424,1.106,0,3.5,1.165,3.5
11.851,0.8,0.1791,0.041,1.106,0,3.5,1.165,3.5
11.9,0.8,0.1791,0.0382,1.129,0,3.5,1.186,3.5
11.951,0.8,0.1792,0.0369,1.129,0,3.5,1.186,3.5
12.0,0.8,0.1792,0.0344,1.129,0,3.5,1.186,3.5
12.051,0.8,0.1792,0.0333,1.129,0,3.5,1.186,3.5
12.1,0.8,0.1793,0.0321,1.125,0,3.5,1.2,3.5
12.15,0.8,0.1793,0.03,1.125,0,3.5,1.2,3.5
12.2,0.8,0.1793,0.029,1.125,0,3.5,1.2,3.5
12.25,0.8,0.1794,0.027,1.125,0,3.5,1.2,3.5
12.3,0.8,0.1794,0.0261,1.127,0,3.5,1.206,3.5
12.35,0.8,0.1794,0.0243,1.127,0,3.5,1.206,3.5
12.4,0.8,0.1795,0.0235,1.127,0,3.5,1.206,3.5
12.45,0.8,0.1795,0.0219,1.127,0,3.5,1.206,3.5
12.5,0.8,0.1795,0.0212,1.147,0,3.5,1.207,3.5
12.55,0.8,0.1795,0.0197,1.147,0,3.5,1.207,3.5
12.6,0.8,0.1796,0.0191,1.147,0,3.5,1.207,3.5
12.65,0.8,0.1796,0.0178,1.147,0,3.5,1.207,3.5
12.7,0.8,0.1796,0.0172,1.15,0,3.5,1.219,3.5
12.75,0.8,0.1796,0.0166,1.15,0,3.5,1.219,3.5
12.8,0.8,0.1796,0.0155,1.15,0,3.5,1.219,3.5
12.85,0.8,0.1797,0.0149,1.15,0,3.5,1.219,3.5
12.9,0.8,0.1797,0.0139,1.109,0,3.5,1.174,3.5
12.95,0.8,0.1797,0.0135,1.109,0,3.5,1.174,3.5
13.001,0.8,0.1797,0.0125,1.109,0,3.5,1.174,3.5
13.05,0.8,0.1797,0.0121,1.109,0,3.5,1.174,3.5
13.1,0.8,0.1797,0.0113,1.1,0,3.5,1.125,3.5
13.151,0.8,0.1797,0.0109,1.1,0,3.5,1.125,3.5
13.201,0.8,0.1798,0.0102,1.1,0,3.5,1.125,3.5
13.25,0.8,0.1798,0.0098,1.1,0,3.5,1.125,3.5
13.3,0.8,0.1798,0.0092,1.048,0,3.5,1.075,3.5
13.35,0.8,0.1798,0.0089,1.048,0,3.5,1.075,3.5
13.4,0.8,0.1798,0.0086,1.048,0,3.5,1.075,3.5
13.45,0.8,0.1798,0.008,1.048,0,3.5,1.075,3.5
13.501,0.8,0.1798,0.0077,1.04,0,3.5,1.04,3.5
13.55,0.8,0.1798,0.0072,1.04,0,3.5,1.04,3.5
13.6,0.8,0.1798,0.0069,1.04,0,3.5,1.04,3.5
13.65,0.8,0.1799,0.0065,1.04,0,3.5,1.04,3.5
13.7,0.8,0.1799,0.0063,1.022,0,3.5,1.022,3.5
13.75,0.8,0.1799,0.0058,1.022,0,3.5,1.022,3.5
13.8,0.8,0.1799,0.0056,1.022,0,3.5,1.022,3.5
13.85,0.8,0.1799,0.0053,1.022,0,3.5,1.022,3.5
13.9,0.8,0.1799,0.0051,1.009,0,3.5,1.009,3.5
13.95,0.8,0.1799,0.0047,1.009,0,3.5,1.009,3.5
14.0,0.8,0.1799,0.0046,1.009,0,3.5,1.009,3.5
14.05,0.8,0.1799,0.0043,1.009,0,3.5,1.009,3.5
14.101,0.8,0.1799,0.0041,0.992,0,3.5,0.992,3.5
14.15,0.8,0.1799,0.004,0.992,0,3.5,0.992,3.5
14.2,0.8,0.1799,0.0037,0.992,0,3.5,0.992,3.5
14.25,0.8,0.1799,0.0036,0.992,0,3.5,0.992,3.5
14.301,0.8,0.1799,0.0033,0.969,0,3.5,0.969,3.5
14.35,0.8,0.1799,0.0032,0.969,0,3.5,0.969,3.5
14.401,0.8,0.1799,0.003,0.969,0,3.5,0.969,3.5
14.45,0.8,0.1799,0.0029,0.969,0,3.5,0.969,3.5
14.501,0.8,0.1799,0.0027,0.991,0,3.5,0.991,3.5
14.55,0.8,0.1799,0.0026,0.991,0,3.5,0.991,3.5
14.6,0.8,0.1799,0.0024,0.991,0,3.5,0.991,3.5
14.65,0.8,0.1799,0.0024,0.991,0,3.5,0.991,3.5
14.7,0.8,0.1799,0.0022,0.977,0,3.5,0.977,3.5
14.75,0.8,0.18,0.0021,0.977,0,3.5,0.977,3.5
14.801,0.8,0.18,0.0021,0.977,0,3.5,0.977,3.5
14.85,0.8,0.18,0.0019,0.977,0,3.5,0.977,3.5
14.9,0.8,0.18,0.0018,0.984,0,3.5,0.984,3.5
14.95,0.8,0.18,0.0017,0.984,0,3.5,0.984,3.5
15.0,0.8,0.18,0.0017,0.984,0,3.5,0.984,3.5
15.05,0.8,0.18,0.0016,0.984,0,3.5,0.984,3.5
15.101,0.8,0.18,0.0015,0.991,0,3.5,1.0,3.5
15.15,0.8,0.18,0.0014,0.991,0,3.5,1.0,3.5
15.2,0.8,0.18,0.0014,0.991,0,3.5,1.0,3.5
15.25,0.8,0.18,0.0013,0.991,0,3.5,1.0,3.5
15.301,0.8,0.18,0.0012,1.011,0,3.5,1.087,3.5
15.35,0.8,0.18,0.0011,1.011,0,3.5,1.087,3.5
15.401,0.8,0.18,0.0011,1.011,0,3.5,1.087,3.5
15.45,0.8,0.18,0.001,1.011,0,3.5,1.087,3.5
15.501,0.8,0.18,0.001,1.037,0,3.5,1.132,3.5
15.551,0.8,0.18,0.0009,1.037,0,3.5,1.132,3.5
15.6,0.8,0.18,0.0009,1.037,0,3.5,1.132,3.5
15.65,0.8,0.18,0.0009,1.037,0,3.5,1.132,3.5
15.701,0.8,0.18,0.0008,1.058,0,3.5,1.197,3.5
15.75,0.8,0.18,0.0008,1.058,0,3.5,1.197,3.5
15.801,0.8,0.18,0.0007,1.058,0,3.5,1.197,3.5
15.85,0.8,0.18,0.0007,1.058,0,3.5,1.197,3.5
15.9,0.8,0.18,0.0007,1.087,0,3.5,3.5,3.5
15.95,0.8,0.18,0.0006,1.087,0,3.5,3.5,3.5
16.0,0.8,0.18,0.0006,1.087,0,3.5,3.5,3.5
16.051,0.8,0.18,0.0006,1.087,0,3.5,3.5,3.5
16.1,0.8,0.18,0.0005,1.096,0,3.5,3.5,3.5
16.15,0.8,0.18,0.0005,1.096,0,3.5,3.5,3.5
16.2,0.8,0.18,0.0005,1.096,0,3.5,3.5,3.5
16.25,0.8,0.18,0.0005,1.096,0,3.5,3.5,3.5
16.3,0.8,0.18,0.0004,1.135,0,3.5,3.5,3.5
16.351,0.8,0.18,0.0004,1.135,0,3.5,3.5,3.5
16.401,0.8,0.18,0.0004,1.135,0,3.5,3.5,3.5
16.45,0.8,0.18,0.0004,1.135,0,3.5,3.5,3.5
16.5,0.8,0.18,0.0004,1.173,0,3.5,3.5,3.5
16.55,0.8,0.18,0.0003,1.173,0,3.5,3.5,3.5
16.6,0.8,0.18,0.0003,1.173,0,3.5,3.5,3.5
16.65,0.8,0.18,0.0003,1.173,0,3.5,3.5,3.5
16.701,0.8,0.18,0.0003,1.204,0,3.5,3.5,3.5
16.75,0.8,0.18,0.0003,1.204,0,3.5,3.5,3.5
16.8,0.8,0.18,0.0003,1.204,0,3.5,3.5,3.5
16.85,0.8,0.18,0.0002,1.204,0,3.5,3.5,3.5
16.901,0.8,0.18,0.0002,1.243,0,3.5,3.5,3.5
16.95,0.8,0.18,0.0002,1.243,0,3.5,3.5,3.5
17.0,0.8,0.18,0.0002,1.243,0,3.5,3.5,3.5
17.05,0.8,0.18,0.0002,1.243,0,3.5,3.5,3.5
17.1,0.8,0.18,0.0002,1.285,0,3.5,3.5,3.5
17.15,0.8,0.18,0.0002,1.285,0,3.5,3.5,3.5
17.2,0.8,0.18,0.0002,1.285,0,3.5,3.5,3.5
17.25,0.8,0.18,0.0002,1.285,0,3.5,3.5,3.5
17.3,0.8,0.18,0.0002,1.334,0,3.5,3.5,3.5
17.35,0.8,0.18,0.0002,1.334,0,3.5,3.5,3.5
17.4,0.8,0.18,0.0001,1.334,0,3.5,3.5,3.5
17.45,0.8,0.18,0.0001,1.334,0,3.5,3.5,3.5
17.5,0.8,0.18,0.0001,1.376,0,3.5,3.5,3.5
17.55,0.8,0.18,0.0001,1.376,0,3.5,3.5,3.5
17.6,0.8,0.18,0.0001,1.376,0,3.5,3.5,3.5
17.65,0.8,0.18,0.0001,1.376,0,3.5,3.5,3.5
17.7,0.8,0.18,0.0001,1.431,0,3.5,3.5,3.5
17.75,0.8,0.18,0.0001,1.431,0,3.5,3.5,3.5
17.8,0.8,0.18,0.0001,1.431,0,3.5,3.5,3.5
17.85,0.8,0.18,0.0001,1.431,0,3.5,3.5,3.5
17.901,0.8,0.18,0.0001,1.435,0,3.5,3.5,3.5
17.95,0.8,0.18,0.0001,1.435,0,3.5,3.5,3.5
18.001,0.8,0.18,0.0001,1.435,0,3.5,3.5,3.5
18.05,0.8,0.18,0.0001,1.435,0,3.5,3.5,3.5
18.1,0.8,0.18,0.0001,1.439,0,3.5,3.5,3.5
18.15,0.8,0.18,0.0001,1.439,0,3.5,3.5,3.5
18.2,0.8,0.18,0.0001,1.439,0,3.5,3.5,3.5
18.251,0.8,0.18,0.0001,1.439,0,3.5,3.5,3.5
18.3,0.8,0.18,0.0001,1.456,0,3.5,3.5,3.5
18.35,0.8,0.18,0.0001,1.456,0,3.5,3.5,3.5
18.4,0.8,0.18,0.0001,1.456,0,3.5,3.5,3.5
18.45,0.8,0.18,0.0001,1.456,0,3.5,3.5,3.5
18.5,0.8,0.18,0.0,1.45,0,3.5,3.5,3.5
18.55,0.8,0.18,0.0,1.45,0,3.5,3.5,3.5
18.6,0.8,0.18,0.0,1.45,0,3.5,3.5,3.5
18.65,0.8,0.18,0.0,1.45,0,3.5,3.5,3.5
18.7,0.8,0.18,0.0,1.486,0,3.5,3.5,3.5
18.75,0.8,0.18,0.0,1.486,0,3.5,3.5,3.5
18.8,0.8,0.18,0.0,1.486,0,3.5,3.5,3.5
18.85,0.8,0.18,0.0,1.486,0,3.5,3.5,3.5
18.9,0.8,0.18,0.0,1.497,0,3.5,3.5,3.5
18.95,0.8,0.18,0.0,1.497,0,3.5,3.5,3.5
19.0,0.8,0.18,0.0,1.497,0,3.5,3.5,3.5
19.05,0.8,0.18,0.0,1.497,0,3.5,3.5,3.5
19.1,0.8,0.18,0.0,1.506,0,3.5,3.5,3.5
19.15,0.8,0.18,0.0,1.506,0,3.5,3.5,3.5
19.2,0.8,0.18,0.0,1.506,0,3.5,3.5,3.5
19.25,0.8,0.18,0.0,1.506,0,3.5,3.5,3.5
19.301,0.8,0.18,0.0,1.521,0,3.5,3.5,3.5
19.35,0.8,0.18,0.0,1.521,0,3.5,3.5,3.5
19.4,0.8,0.18,0.0,1.521,0,3.5,3.5,3.5
19.45,0.8,0.18,0.0,1.521,0,3.5,3.5,3.5
19.5,0.8,0.18,0.0,1.543,0,3.5,3.5,3.5
19.55,0.8,0.18,0.0,1.543,0,3.5,3.5,3.5
19.6,0.8,0.18,0.0,1.543,0,3.5,3.5,3.5
19.651,0.8,0.18,0.0,1.543,0,3.5,3.5,3.5
19.701,0.8,0.18,0.0,1.566,0,3.5,3.5,3.5
19.751,0.8,0.18,0.0,1.566,0,3.5,3.5,3.5
